Symbol,Price,Type,Strike,Exp Date,DTE,Bid,Midpoint,Ask,Last,Volume,Open Int,Vol/OI,IV,Time
XLK,88.85,Put,78,06/19/20,52,1.92,1.95,1.98,1.88,1609,808,1.99,46.34%,15:09 ET
XLU,59.26,Call,62,06/19/20,52,1.27,1.3,1.33,1.29,2133,1077,1.98,25.95%,15:02 ET
SPY,287.33,Call,289,5/8/2020,10,4.48,4.51,4.53,4.48,3107,1568,1.98,26.79%,15:53 ET
SPY,287.33,Put,276,06/19/20,52,9.37,9.39,9.41,9.37,9604,4859,1.98,34.54%,15:36 ET
SPY,287.33,Put,258,12/18/20,234,17.58,17.81,18.05,17.45,509,258,1.97,35.55%,14:02 ET
XRT,36.98,Put,28,06/19/20,52,0.4,0.42,0.43,0.38,14792,7533,1.96,60.47%,15:50 ET
IWM,129.95,Call,130.5,5/1/2020,3,1.97,1.98,2,1.95,1180,610,1.93,45.26%,15:37 ET
TNA,22.49,Call,23,5/1/2020,3,0.87,0.9,0.92,0.94,1860,970,1.92,139.14%,15:54 ET
QQQ,212.76,Put,181,01/15/21,262,11.35,11.43,11.51,11.42,502,263,1.91,37.40%,15:34 ET
SPY,287.33,Call,300,6/1/2020,34,3.32,3.36,3.39,3.48,674,354,1.9,22.72%,15:29 ET
IWM,129.95,Call,132.5,5/1/2020,3,1.13,1.15,1.16,1.18,1240,653,1.9,45.57%,15:53 ET
SPY,287.33,Call,295,5/1/2020,3,0.61,0.61,0.61,0.61,39679,20884,1.9,27.82%,15:53 ET
XLE,36.19,Put,36,05/15/20,17,1.56,1.58,1.6,1.57,634,336,1.89,55.21%,15:57 ET
QQQ,212.76,Put,213,5/1/2020,3,3.52,3.54,3.56,3.51,5022,2664,1.89,44.94%,15:48 ET
SPY,287.33,Put,288,05/29/20,31,9.65,9.68,9.7,9.65,1921,1021,1.88,28.74%,15:48 ET
FAS,29.23,Call,30,5/1/2020,3,0.59,0.64,0.68,0.7,1347,722,1.87,96.63%,15:58 ET
IWM,129.95,Put,124,06/19/20,52,5.18,5.2,5.21,5.13,4108,2234,1.84,41.35%,15:27 ET
TNA,22.49,Put,23,5/1/2020,3,1.42,1.49,1.56,1.45,627,342,1.83,148.04%,14:13 ET
SPY,287.33,Call,292,5/11/2020,13,3.37,3.4,3.42,3.7,727,397,1.83,25.55%,14:40 ET
SPY,287.33,Put,281,5/4/2020,6,1.91,1.93,1.95,1.91,2972,1624,1.83,30.79%,15:53 ET
SPY,287.33,Call,300,5/4/2020,6,0.26,0.27,0.27,0.25,8657,4733,1.83,22.01%,15:52 ET
SPY,287.33,Put,240,6/5/2020,38,1.84,1.86,1.88,1.87,936,517,1.81,44.78%,15:10 ET
QQQ,212.76,Call,216,5/1/2020,3,1.88,1.9,1.91,1.9,7785,4294,1.81,41.45%,15:47 ET
SPY,287.33,Put,285,07/17/20,80,15.43,15.46,15.49,15.47,13627,7508,1.81,32.07%,15:49 ET
SPY,287.33,Put,294,04/29/20,1,6.81,6.86,6.91,6.69,950,529,1.8,35.33%,15:45 ET
SPXU,15.96,Call,17.5,5/1/2020,3,0.15,0.2,0.25,0.2,1266,702,1.8,122.23%,15:37 ET
SPY,287.33,Call,294,5/1/2020,3,0.8,0.81,0.81,0.78,8688,4827,1.8,27.79%,15:52 ET
USO,2.13,Call,5.5,01/21/22,633,0.36,0.37,0.38,0.36,25368,14119,1.8,81.38%,15:54 ET
SH,24.47,Call,26,06/19/20,52,0.7,0.75,0.8,0.75,538,300,1.79,36.32%,15:27 ET
XLF,22.89,Call,23.5,05/15/20,17,0.43,0.44,0.44,0.45,1304,728,1.79,35.30%,16:00 ET
UNG,13.44,Call,15.5,05/15/20,17,0.29,0.3,0.31,0.3,2279,1277,1.78,82.51%,13:52 ET
QQQ,212.76,Call,220,5/1/2020,3,0.67,0.68,0.68,0.68,9910,5580,1.78,38.00%,15:49 ET
SPY,287.33,Put,295,10/16/20,171,26.78,27.03,27.28,26.86,1418,800,1.77,30.21%,11:52 ET
SPY,287.33,Call,291,5/4/2020,6,2.16,2.18,2.19,2.16,3681,2081,1.77,24.21%,15:52 ET
XLK,88.85,Call,88,06/19/20,52,5.2,5.25,5.3,5.4,720,415,1.73,36.54%,15:45 ET
GLD,160.13,Put,160,5/8/2020,10,1.96,1.98,2.01,1.96,798,461,1.73,20.44%,15:49 ET
XLK,88.85,Put,84,5/1/2020,3,0.3,0.32,0.34,0.3,1068,619,1.73,56.52%,14:57 ET
SPY,287.33,Call,288,5/6/2020,8,4.35,4.38,4.4,4.3,1402,815,1.72,26.21%,15:52 ET
XLF,22.89,Put,21,5/8/2020,10,0.13,0.14,0.14,0.14,2304,1349,1.71,50.35%,15:43 ET
VXX,38.78,Call,38,5/1/2020,3,1.77,1.79,1.81,1.77,2992,1753,1.71,102.86%,15:53 ET
QQQ,212.76,Put,214,5/1/2020,3,3.92,3.95,3.97,3.67,3834,2242,1.71,40.03%,15:35 ET
SPY,287.33,Put,278,5/6/2020,8,2.04,2.06,2.08,2.14,1434,843,1.7,34.30%,15:50 ET
SPY,287.33,Put,289,5/4/2020,6,4.71,4.74,4.77,4.72,849,502,1.69,27.26%,15:53 ET
EMB,98.8,Put,85,06/19/20,52,1.15,1.23,1.3,1.25,1011,600,1.69,41.44%,14:35 ET
IWM,129.95,Put,125.5,5/1/2020,3,0.9,0.91,0.92,0.96,1296,772,1.68,57.47%,15:05 ET
SPY,287.33,Call,298,5/6/2020,8,0.78,0.79,0.8,0.83,565,339,1.67,23.51%,15:48 ET
XLK,88.85,Put,80,06/19/20,52,2.33,2.35,2.37,2.35,31517,18882,1.67,45.57%,16:00 ET
QQQ,212.76,Put,212.5,5/1/2020,3,3.29,3.31,3.33,3.25,1867,1124,1.66,44.82%,15:45 ET
GDX,33.58,Call,48,07/17/20,80,0.5,0.51,0.51,0.51,2526,1525,1.66,58.31%,15:48 ET
SPY,287.33,Call,290,5/6/2020,8,3.31,3.33,3.35,3.28,2577,1562,1.65,25.44%,15:52 ET
XLF,22.89,Put,20,12/18/20,234,1.61,1.62,1.63,1.61,4205,2546,1.65,42.55%,15:18 ET
VXX,38.78,Call,52,06/19/20,52,2.3,2.33,2.36,2.27,743,453,1.64,103.95%,11:56 ET
QQQ,212.76,Put,206,5/1/2020,3,1.18,1.19,1.2,1.2,1544,941,1.64,48.35%,15:39 ET
QQQ,212.76,Put,209,5/1/2020,3,1.96,1.98,1.99,1.98,6091,3723,1.64,47.19%,15:49 ET
HYG,78.79,Put,77,5/8/2020,10,0.66,0.69,0.71,0.68,1001,613,1.63,27.59%,15:42 ET
IWM,129.95,Call,131.5,5/1/2020,3,1.51,1.53,1.54,1.54,747,462,1.62,45.64%,15:38 ET
SPY,287.33,Put,283,5/4/2020,6,2.42,2.44,2.45,2.58,1055,650,1.62,31.10%,15:51 ET
SPY,287.33,Put,286,5/1/2020,3,2.85,2.87,2.88,2.9,10483,6454,1.62,35.30%,15:52 ET
QQQ,212.76,Put,217,06/30/20,63,13.18,13.25,13.32,13.42,527,327,1.61,32.35%,12:19 ET
UVXY,43.65,Call,45,5/1/2020,3,1.93,1.96,1.99,2,1027,639,1.61,169.44%,15:49 ET
SPY,287.33,Put,282.5,5/1/2020,3,1.68,1.69,1.71,1.79,2459,1528,1.61,37.08%,15:51 ET
SPY,287.33,Put,286,05/15/20,17,6.59,6.61,6.62,6.72,8106,5100,1.59,30.69%,15:52 ET
SPY,287.33,Put,279,5/1/2020,3,0.99,1,1.01,1,8107,5111,1.59,37.90%,15:53 ET
SPY,287.33,Put,288,5/6/2020,8,5.01,5.04,5.06,4.97,960,606,1.58,28.32%,15:47 ET
QQQ,212.76,Call,217,5/1/2020,3,1.51,1.52,1.53,1.51,4918,3139,1.57,40.44%,15:49 ET
HYG,78.79,Put,76,09/18/20,143,3.65,3.75,3.85,3.75,671,431,1.56,26.97%,14:52 ET
VXX,38.78,Put,36.5,5/1/2020,3,0.47,0.48,0.48,0.47,1130,724,1.56,93.00%,15:57 ET
VXX,38.78,Put,35.5,5/1/2020,3,0.24,0.25,0.25,0.24,690,445,1.55,90.89%,15:58 ET
SPY,287.33,Call,289,5/6/2020,8,3.82,3.84,3.87,3.76,1441,932,1.55,25.75%,15:51 ET
XLF,22.89,Put,21.5,05/15/20,17,0.36,0.37,0.38,0.34,5906,3799,1.55,45.56%,15:41 ET
KRE,37.9,Call,37,06/19/20,52,3.2,3.28,3.35,3.3,677,439,1.54,49.39%,14:59 ET
TQQQ,64.01,Call,67,5/1/2020,3,1.68,1.69,1.7,1.61,2779,1815,1.53,118.53%,15:51 ET
IWM,129.95,Call,136,05/15/20,17,1.66,1.67,1.68,1.77,3599,2359,1.53,35.17%,15:46 ET
QQQ,212.76,Put,215,5/8/2020,10,5.85,5.88,5.91,5.91,9523,6218,1.53,34.11%,15:43 ET
IWM,129.95,Put,126,05/15/20,17,3.05,3.06,3.07,3,717,471,1.52,43.61%,15:35 ET
TNA,22.49,Call,22,5/1/2020,3,1.42,1.46,1.51,1.49,2021,1329,1.52,147.52%,15:55 ET
QQQ,212.76,Call,224,5/1/2020,3,0.17,0.18,0.19,0.2,3359,2216,1.52,36.70%,15:20 ET
UNG,13.44,Call,13.5,05/15/20,17,0.91,0.93,0.95,0.92,1081,714,1.51,83.50%,15:50 ET
IWM,129.95,Call,130,03/19/21,325,14.08,14.52,14.96,14.93,3902,2604,1.5,29.14%,14:12 ET
SPY,287.33,Put,268,5/4/2020,6,0.35,0.36,0.36,0.37,544,364,1.49,36.52%,15:52 ET
SPY,287.33,Put,292,5/11/2020,13,8.03,8.06,8.08,8.83,560,381,1.47,29.70%,12:30 ET
KWEB,48.14,Put,46,05/15/20,17,0.7,0.75,0.8,0.77,3219,2195,1.47,40.64%,12:52 ET
SPY,287.33,Call,287,5/4/2020,6,4.14,4.16,4.18,4.09,3988,2722,1.47,25.49%,15:52 ET
VXX,38.78,Call,40,5/8/2020,10,1.92,1.94,1.96,1.91,868,594,1.46,97.43%,15:54 ET
SH,24.47,Call,25,06/19/20,52,0.9,0.95,1,1,2051,1403,1.46,33.39%,15:40 ET
SPY,287.33,Put,279,04/29/20,1,0.16,0.17,0.17,0.15,7968,5458,1.46,37.77%,15:53 ET
SPY,287.33,Put,255,5/11/2020,13,0.62,0.63,0.64,0.64,1019,701,1.45,42.69%,15:41 ET
QQQ,212.76,Call,216,5/8/2020,10,3.27,3.29,3.31,3.32,1765,1217,1.45,33.11%,15:44 ET
TQQQ,64.01,Put,52,5/1/2020,3,0.21,0.22,0.23,0.24,942,652,1.44,154.89%,15:52 ET
XLE,36.19,Put,35,5/1/2020,3,0.3,0.32,0.33,0.32,980,682,1.44,62.39%,15:56 ET
IWM,129.95,Put,115,5/8/2020,10,0.39,0.4,0.41,0.38,3813,2643,1.44,52.88%,15:47 ET
SPY,287.33,Call,293,5/1/2020,3,1.03,1.04,1.05,1.03,10585,7337,1.44,28.31%,15:53 ET
EWH,21.53,Put,19,01/15/21,262,1.25,1.28,1.3,1.3,500,350,1.43,35.57%,16:00 ET
SPY,287.33,Call,292,5/8/2020,10,3.02,3.05,3.07,2.96,2242,1563,1.43,25.11%,15:51 ET
SPY,287.33,Put,286,5/6/2020,8,4.2,4.22,4.24,4.25,1053,739,1.42,29.81%,15:53 ET
QQQ,212.76,Put,217,5/1/2020,3,5.56,5.6,5.64,5.77,1353,950,1.42,42.81%,15:49 ET
SPY,287.33,Put,296,10/16/20,171,27.28,27.56,27.83,27.3,518,367,1.41,30.04%,11:52 ET
SPXU,15.96,Call,16.5,5/1/2020,3,0.35,0.38,0.4,0.4,771,547,1.41,111.37%,15:47 ET
TZA,34.68,Call,40,05/15/20,17,2.06,2.17,2.27,2.27,1257,899,1.4,140.34%,15:54 ET
SPY,287.33,Put,265,5/8/2020,10,1.02,1.04,1.05,1.05,8433,6023,1.4,41.27%,15:52 ET
IWM,129.95,Call,129.5,5/1/2020,3,2.49,2.52,2.54,2.6,537,385,1.39,48.46%,15:45 ET
TNA,22.49,Put,20,5/1/2020,3,0.37,0.39,0.41,0.39,812,586,1.39,167.27%,15:53 ET
EWZ,24.63,Put,24,5/1/2020,3,0.41,0.42,0.42,0.4,6953,5019,1.39,76.12%,15:59 ET
TQQQ,64.01,Call,70,5/8/2020,10,1.72,1.74,1.76,1.77,935,676,1.38,91.25%,15:44 ET
KRE,37.9,Put,35,07/17/20,80,2.3,2.33,2.36,2.39,759,556,1.37,54.65%,15:13 ET
SPY,287.33,Call,310,05/29/20,31,0.85,0.87,0.88,0.9,3234,2357,1.37,20.34%,15:41 ET
SPY,287.33,Call,295,5/8/2020,10,1.88,1.9,1.91,1.92,13138,9588,1.37,24.39%,15:53 ET
VXX,38.78,Call,130,06/19/20,52,0.21,0.22,0.23,0.23,1134,831,1.36,150.49%,15:11 ET
SPY,287.33,Put,289,09/18/20,143,22.52,22.68,22.84,22.25,3288,2411,1.36,31.05%,14:02 ET
IWM,129.95,Call,128,5/1/2020,3,3.41,3.44,3.47,3.56,4631,3422,1.35,50.30%,15:45 ET
SPY,287.33,Put,287.5,5/1/2020,3,3.38,3.41,3.43,3.41,6124,4542,1.35,33.46%,15:53 ET
EWW,28.5,Call,35,01/15/21,262,0.8,0.86,0.91,0.79,1190,890,1.34,26.98%,12:16 ET
TQQQ,64.01,Put,65,5/1/2020,3,3.45,3.5,3.55,3.6,2460,1831,1.34,135.19%,15:36 ET
XOP,48.52,Put,45,06/19/20,52,3.35,3.43,3.5,3.44,666,502,1.33,72.65%,15:17 ET
TLT,169.34,Put,169,05/29/20,31,3.3,3.38,3.45,3.34,1028,771,1.33,18.64%,15:48 ET
SPY,287.33,Put,291,5/8/2020,10,7.13,7.15,7.17,7.44,1386,1046,1.33,29.55%,15:37 ET
SPY,287.33,Call,310,08/21/20,115,6.9,6.93,6.95,6.99,561,426,1.32,22.94%,13:12 ET
IWM,129.95,Call,126.5,5/1/2020,3,4.46,4.5,4.54,4.58,646,490,1.32,50.33%,15:53 ET
IWM,129.95,Call,132,5/1/2020,3,1.31,1.33,1.34,1.33,1911,1446,1.32,45.12%,15:53 ET
QQQ,212.76,Put,213,5/8/2020,10,5.03,5.04,5.05,5.05,2801,2123,1.32,35.76%,15:49 ET
QQQ,212.76,Call,213,5/1/2020,3,3.31,3.33,3.35,3.3,7435,5624,1.32,43.49%,15:49 ET
IGV,232.66,Put,230,05/15/20,17,6.2,6.4,6.6,6.35,627,484,1.3,38.40%,15:16 ET
XLK,88.85,Call,86,06/19/20,52,6.45,6.5,6.55,6.75,502,389,1.29,38.68%,15:27 ET
SPY,287.33,Put,278,04/29/20,1,0.11,0.11,0.12,0.11,8628,6690,1.29,38.69%,15:53 ET
SQQQ,12.8,Call,14,5/8/2020,10,0.55,0.58,0.6,0.55,690,539,1.28,119.20%,15:36 ET
XLU,59.26,Put,58.5,05/15/20,17,1.13,1.16,1.19,1.05,1486,1158,1.28,28.10%,11:17 ET
EEM,36.52,Call,38,05/22/20,24,0.45,0.46,0.47,0.47,786,620,1.27,27.15%,13:53 ET
TQQQ,64.01,Call,72,5/1/2020,3,0.4,0.41,0.42,0.49,1224,964,1.27,115.88%,15:35 ET
VXX,38.78,Put,37,5/1/2020,3,0.63,0.64,0.64,0.64,2304,1815,1.27,95.08%,15:58 ET
SPY,287.33,Call,300,5/8/2020,10,0.76,0.77,0.78,0.75,6377,5041,1.27,22.82%,15:52 ET
SPY,287.33,Put,280,5/6/2020,8,2.45,2.47,2.49,2.53,1581,1264,1.25,33.10%,15:52 ET
IWM,129.95,Put,123,5/8/2020,10,1.44,1.45,1.46,1.42,1603,1282,1.25,48.20%,15:35 ET
SPY,287.33,Put,292,5/8/2020,10,7.68,7.7,7.72,7.86,683,549,1.24,28.48%,15:13 ET
XRT,36.98,Put,35,06/19/20,52,1.7,1.74,1.78,1.74,801,644,1.24,49.37%,15:48 ET
QQQ,212.76,Put,183,08/21/20,115,6.65,6.68,6.7,6.51,881,713,1.24,40.34%,14:26 ET
TQQQ,64.01,Put,50,05/22/20,24,1.98,2.12,2.26,2.08,1070,864,1.24,121.08%,15:44 ET
