Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
IWM,136.33,Put,131.00,05/15/20,16,2.67,2.69,2.71,2.78,1119,332,3.37,43.78%,"16:11 ET"
SPY,294.54,Call,295.00,05/04/20,5,2.40,2.42,2.44,2.42,11342,3367,3.37,20.98%,"16:11 ET"
SPY,294.54,Call,296.00,05/18/20,19,5.29,5.33,5.36,5.96,658,196,3.36,25.50%,"15:37 ET"
SPY,294.54,Call,300.00,05/01/20,2,0.41,0.42,0.42,0.38,94367,28119,3.36,24.96%,"16:11 ET"
SPY,294.54,Call,297.00,05/11/20,12,3.30,3.33,3.35,3.30,1032,308,3.35,21.58%,"16:11 ET"
SPY,294.54,Call,299.00,05/04/20,5,0.96,0.97,0.98,0.99,4877,1462,3.34,20.26%,"16:11 ET"
SPY,294.54,Put,285.00,05/29/20,30,6.13,6.16,6.19,6.14,7448,2230,3.34,30.53%,"16:11 ET"
UNG,12.99,Call,13.50,05/08/20,9,0.51,0.52,0.52,0.52,868,262,3.31,90.52%,"16:01 ET"
SPY,294.54,Call,297.00,05/01/20,2,0.99,1,1.00,0.99,20511,6219,3.3,24.88%,"16:11 ET"
XLE,38.85,Call,40.00,05/01/20,2,0.20,0.21,0.21,0.20,966,294,3.29,53.15%,"16:02 ET"
XLF,23.51,Call,24.50,05/08/20,9,0.14,0.15,0.15,0.15,938,286,3.28,31.60%,"15:50 ET"
XOP,53.6,Put,50.00,06/19/20,51,3.30,3.4,3.50,3.40,533,163,3.27,65.48%,"16:01 ET"
SPY,294.54,Put,269.00,05/11/20,12,0.88,0.89,0.90,0.85,700,214,3.27,37.51%,"15:29 ET"
TNA,25.74,Put,17.00,05/08/20,9,0.11,0.13,0.14,0.10,781,239,3.27,155.40%,"14:42 ET"
SQQQ,11.49,Call,11.00,05/08/20,9,0.90,0.95,1.00,0.90,1223,379,3.23,87.49%,"15:39 ET"
SPY,294.54,Put,255.00,05/29/20,30,1.79,1.81,1.82,1.78,15210,4708,3.23,41.29%,"16:05 ET"
SPY,294.54,Put,291.00,05/06/20,7,3.14,3.17,3.19,3.23,5046,1568,3.22,28.41%,"16:11 ET"
XOP,53.6,Call,51.00,05/01/20,2,3.05,3.15,3.25,3.00,649,202,3.21,82.42%,"15:48 ET"
SPY,294.54,Call,292.00,05/01/20,2,3.30,3.32,3.33,3.34,22210,6913,3.21,25.48%,"16:11 ET"
SPY,294.54,Call,295.00,05/01/20,2,1.81,1.82,1.83,1.71,85560,26636,3.21,25.05%,"16:11 ET"
GDX,34.01,Put,33.00,05/08/20,9,0.68,0.69,0.69,0.68,1114,350,3.18,51.64%,"16:01 ET"
SPY,294.54,Call,291.00,05/06/20,7,5.70,5.73,5.76,5.71,5031,1585,3.17,24.82%,"16:09 ET"
QQQ,219.76,Put,216.00,05/01/20,2,1.52,1.54,1.56,1.58,9521,3005,3.17,46.05%,"16:07 ET"
SHY,86.65,Put,88.00,09/17/21,506,1.80,2.28,2.75,2.27,594,188,3.16,5.71%,"14:36 ET"
QQQ,219.76,Put,185.00,05/29/20,30,1.02,1.04,1.05,1.01,1096,348,3.15,43.89%,"16:04 ET"
SPY,294.54,Call,304.00,05/29/20,30,3.36,3.39,3.41,3.59,2932,932,3.15,21.86%,"16:06 ET"
SPY,294.54,Call,292.50,05/01/20,2,3.14,3.16,3.18,3.11,10191,3246,3.14,26.43%,"16:10 ET"
SPY,294.54,Put,268.00,08/21/20,114,11.00,11.03,11.06,10.99,638,204,3.13,35.08%,"12:23 ET"
SDS,22.27,Call,23.00,05/01/20,2,0.20,0.21,0.21,0.22,1771,570,3.11,71.03%,"16:09 ET"
SPY,294.54,Call,304.00,05/15/20,16,1.78,1.79,1.79,1.78,13713,4410,3.11,21.32%,"16:11 ET"
XOP,53.6,Put,48.00,05/15/20,16,0.99,1.02,1.05,1.04,534,172,3.1,72.62%,"16:04 ET"
SPY,294.54,Put,294.00,05/06/20,7,4.39,4.43,4.46,4.40,4111,1325,3.1,27.21%,"16:11 ET"
SPY,294.54,Call,302.00,05/01/20,2,0.19,0.2,0.20,0.18,10875,3514,3.09,25.01%,"16:11 ET"
SDOW,30.43,Call,32.00,05/15/20,16,1.90,1.97,2.05,2.02,856,280,3.06,101.95%,"16:09 ET"
XLF,23.51,Put,22.00,07/17/20,79,1.00,1.01,1.02,1.00,5061,1654,3.06,40.10%,"15:53 ET"
SPY,294.54,Call,293.00,05/26/20,27,8.22,8.25,8.29,8.86,523,172,3.04,25.86%,"16:04 ET"
SQQQ,11.49,Call,12.00,05/29/20,30,1.00,1.05,1.10,1.05,565,186,3.04,95.55%,"15:50 ET"
XLI,65.79,Call,70.00,05/15/20,16,0.21,0.22,0.24,0.25,731,241,3.03,25.87%,"13:30 ET"
DIA,247.16,Put,242.50,05/01/20,2,1.05,1.11,1.16,1.08,546,181,3.02,39.65%,"16:00 ET"
SPY,294.54,Call,305.00,05/08/20,9,0.70,0.71,0.72,0.71,11740,3884,3.02,21.42%,"16:11 ET"
SPY,294.54,Call,307.00,05/06/20,7,0.25,0.26,0.26,0.27,1096,365,3,21.08%,"16:07 ET"
SPXU,14.73,Call,16.50,05/29/20,30,0.95,1.03,1.10,1.00,769,257,2.99,95.34%,"15:54 ET"
QID,16.6,Call,17.00,05/15/20,16,0.74,0.77,0.79,0.77,1551,520,2.98,65.95%,"16:07 ET"
IWM,136.33,Call,160.00,12/18/20,233,3.29,3.37,3.45,3.44,18115,6089,2.98,24.37%,"16:03 ET"
SPY,294.54,Call,307.00,05/08/20,9,0.46,0.46,0.47,0.48,1997,676,2.95,21.43%,"16:09 ET"
TNA,25.74,Call,30.00,06/19/20,51,1.85,1.92,1.98,1.91,673,230,2.93,90.26%,"16:12 ET"
SPY,294.54,Call,294.00,05/08/20,9,4.43,4.46,4.48,4.47,6542,2241,2.92,24.12%,"16:11 ET"
SQQQ,11.49,Put,10.50,05/01/20,2,0.05,0.08,0.10,0.10,555,191,2.91,131.22%,"15:56 ET"
XLE,38.85,Call,38.00,05/01/20,2,1.17,1.19,1.21,1.20,1414,486,2.91,63.02%,"16:03 ET"
TAN,31.29,Put,29.00,05/15/20,16,0.40,0.48,0.55,0.50,928,323,2.87,53.38%,"11:45 ET"
QQQ,219.76,Put,218.00,05/01/20,2,2.16,2.18,2.19,2.22,5182,1807,2.87,44.08%,"16:07 ET"
SPY,294.54,Call,300.00,05/08/20,9,1.83,1.85,1.86,1.86,17168,5983,2.87,22.45%,"16:11 ET"
SOXS,8.39,Call,9.00,05/15/20,16,0.60,0.65,0.70,0.65,701,245,2.86,122.11%,"16:06 ET"
FXE,102.79,Put,100.00,09/18/20,142,0.80,0.88,0.95,0.83,1296,453,2.86,8.19%,"16:01 ET"
IWM,136.33,Put,122.00,08/21/20,114,5.85,5.91,5.97,5.57,3021,1056,2.86,39.63%,"15:25 ET"
QQQ,219.76,Put,164.00,09/18/20,142,3.61,3.65,3.68,3.61,1859,655,2.84,43.62%,"15:45 ET"
QQQ,219.76,Put,200.00,05/29/20,30,2.47,2.5,2.52,2.52,4156,1465,2.84,38.26%,"16:05 ET"
SPY,294.54,Call,302.00,05/04/20,5,0.45,0.46,0.47,0.42,3140,1114,2.82,19.75%,"16:11 ET"
IWM,136.33,Call,142.00,05/15/20,16,1.54,1.55,1.56,1.45,2887,1029,2.81,31.90%,"16:11 ET"
SPY,294.54,Call,302.50,05/01/20,2,0.15,0.16,0.16,0.15,4484,1595,2.81,25.12%,"16:10 ET"
TNA,25.74,Call,24.00,05/08/20,9,2.57,2.66,2.75,3.00,526,190,2.77,138.56%,"15:31 ET"
SPY,294.54,Call,291.00,04/29/20,0,2.36,2.4,2.43,2.41,24831,8983,2.76,0.00%,"16:11 ET"
SPY,294.54,Put,287.00,05/06/20,7,2.14,2.16,2.18,2.16,2733,1000,2.73,30.51%,"16:11 ET"
TQQQ,70.18,Put,69.00,05/01/20,2,1.93,1.97,2.01,1.96,501,187,2.68,122.08%,"15:56 ET"
SPY,294.54,Call,293.00,05/08/20,9,5.00,5.03,5.06,5.05,4616,1727,2.67,24.49%,"16:11 ET"
VXX,36.53,Call,40.00,05/08/20,9,1.04,1.06,1.07,1.05,2214,832,2.66,100.73%,"16:02 ET"
SPY,294.54,Call,291.00,05/01/20,2,4.14,4.16,4.18,3.99,20175,7636,2.64,25.20%,"16:11 ET"
XLE,38.85,Call,36.00,05/08/20,9,3.15,3.22,3.30,3.25,912,349,2.61,59.94%,"15:57 ET"
SPY,294.54,Call,292.00,04/29/20,0,1.43,1.46,1.50,1.49,111295,42860,2.6,0.00%,"16:11 ET"
IWM,136.33,Put,129.00,05/01/20,2,0.39,0.4,0.40,0.40,3403,1320,2.58,62.79%,"16:11 ET"
IWM,136.33,Put,132.00,05/15/20,16,2.98,3,3.01,3.08,1578,614,2.57,43.09%,"16:10 ET"
SPY,294.54,Call,310.00,05/11/20,12,0.32,0.33,0.34,0.32,2459,955,2.57,19.51%,"16:11 ET"
SPY,294.54,Call,290.00,04/29/20,0,3.58,3.62,3.65,3.42,34995,13615,2.57,0.00%,"16:11 ET"
TQQQ,70.18,Call,69.00,05/01/20,2,3.15,3.2,3.25,3.10,3111,1213,2.56,119.87%,"15:55 ET"
TLT,168.53,Put,166.00,05/01/20,2,0.30,0.32,0.33,0.32,819,321,2.55,24.51%,"16:12 ET"
QQQ,219.76,Call,221.00,09/18/20,142,14.96,15.08,15.20,15.03,759,300,2.53,28.11%,"16:06 ET"
SPY,294.54,Put,280.00,06/01/20,33,5.26,5.29,5.32,5.32,795,314,2.53,32.04%,"16:11 ET"
EWZ,25.97,Call,20.00,06/19/20,51,6.40,6.45,6.50,6.38,1461,580,2.52,66.98%,"15:50 ET"
QQQ,219.76,Call,218.00,05/01/20,2,3.43,3.48,3.52,3.30,8644,3445,2.51,39.74%,"16:07 ET"
TQQQ,70.18,Call,68.00,05/08/20,9,5.40,5.43,5.45,5.44,611,245,2.49,98.31%,"15:58 ET"
TQQQ,70.18,Put,70.00,05/01/20,2,2.29,2.34,2.39,2.38,1248,504,2.48,119.43%,"15:59 ET"
UDOW,57.47,Call,119.00,09/18/20,142,0.10,0.53,0.95,0.26,887,360,2.46,58.66%,"11:43 ET"
XOP,53.6,Call,54.00,05/15/20,16,2.63,2.66,2.69,2.57,601,245,2.45,60.96%,"15:42 ET"
SPY,294.54,Put,290.00,05/06/20,7,2.83,2.84,2.86,2.94,5428,2216,2.45,29.04%,"16:11 ET"
SPY,294.54,Put,287.00,05/04/20,5,1.37,1.39,1.40,1.39,2227,915,2.43,29.09%,"16:11 ET"
SPY,294.54,Call,303.00,05/04/20,5,0.32,0.33,0.34,0.32,2504,1034,2.42,19.87%,"16:11 ET"
SPY,294.54,Call,298.00,05/01/20,2,0.73,0.74,0.74,0.73,16875,7010,2.41,24.84%,"16:11 ET"
SPY,294.54,Call,306.00,05/20/20,21,1.74,1.76,1.78,1.81,518,216,2.4,20.71%,"16:10 ET"
SPY,294.54,Put,285.00,05/13/20,14,3.40,3.43,3.45,3.42,1454,605,2.4,31.21%,"16:09 ET"
TLT,168.53,Put,168.50,05/08/20,9,1.93,2.09,2.25,2.21,528,221,2.39,21.82%,"15:54 ET"
SPY,294.54,Put,268.00,05/06/20,7,0.30,0.31,0.31,0.29,1109,464,2.39,39.66%,"16:04 ET"
SPY,294.54,Call,298.00,05/06/20,7,1.92,1.94,1.96,1.99,1354,573,2.36,22.22%,"16:10 ET"
EWW,30.26,Call,31.00,05/15/20,16,0.52,0.54,0.57,0.56,1070,456,2.35,34.36%,"15:59 ET"
QQQ,219.76,Call,219.00,01/15/21,261,21.16,21.38,21.61,20.80,504,215,2.34,26.78%,"14:45 ET"
VXX,36.53,Put,27.00,07/17/20,79,1.60,1.62,1.64,1.69,585,252,2.32,88.05%,"13:47 ET"
SPXS,9.76,Call,7.00,06/19/20,51,2.85,2.93,3.00,2.95,520,225,2.31,73.68%,"16:09 ET"
SPY,294.54,Call,301.00,05/04/20,5,0.60,0.61,0.62,0.60,1463,636,2.3,20.27%,"16:10 ET"
SMH,139.24,Put,118.00,05/22/20,23,0.65,0.7,0.75,0.68,565,247,2.29,49.26%,"16:04 ET"
SPY,294.54,Call,300.00,05/04/20,5,0.74,0.75,0.75,0.76,12841,5662,2.27,20.10%,"16:11 ET"
IWM,136.33,Call,150.00,06/05/20,37,0.95,0.98,1.00,1.17,910,403,2.26,30.68%,"15:29 ET"
SPY,294.54,Put,291.00,05/08/20,9,3.87,3.89,3.91,4.00,3256,1445,2.25,29.43%,"16:11 ET"
QQQ,219.76,Put,207.00,05/01/20,2,0.25,0.27,0.29,0.26,6687,2978,2.25,53.11%,"16:07 ET"
DIA,247.16,Put,220.00,01/15/21,261,15.25,15.5,15.75,15.94,663,296,2.24,36.05%,"14:36 ET"
DIA,247.16,Call,247.50,05/01/20,2,2.20,2.27,2.34,2.27,1013,458,2.21,32.31%,"15:53 ET"
QQQ,219.76,Put,215.00,05/08/20,9,2.84,2.86,2.88,2.92,15305,6955,2.2,35.32%,"16:07 ET"
SPY,294.54,Put,290.00,06/01/20,33,7.73,7.78,7.83,7.86,501,229,2.19,28.16%,"16:11 ET"
SPY,294.54,Call,303.00,05/20/20,21,2.61,2.64,2.66,3.05,594,271,2.19,22.89%,"16:03 ET"
TQQQ,70.18,Call,68.50,05/01/20,2,3.50,3.58,3.65,3.35,1205,550,2.19,117.98%,"15:36 ET"
UNG,12.99,Call,14.00,05/08/20,9,0.31,0.36,0.40,0.38,1246,568,2.19,93.11%,"16:02 ET"
XLU,58.94,Call,59.00,05/01/20,2,0.48,0.5,0.52,0.49,1502,687,2.19,23.41%,"14:49 ET"
FAS,31.72,Call,34.00,05/01/20,2,0.14,0.16,0.17,0.15,1931,881,2.19,84.48%,"16:03 ET"
SQQQ,11.49,Put,12.00,06/19/20,51,2.00,2.03,2.05,2.05,588,270,2.18,103.46%,"15:56 ET"
TZA,29.48,Call,30.00,05/15/20,16,3.00,3.08,3.15,3.05,931,430,2.17,126.62%,"16:14 ET"
SPY,294.54,Put,220.00,05/29/20,30,0.44,0.45,0.45,0.44,27286,12582,2.17,53.62%,"16:11 ET"
GUSH,39.8,Call,45.00,06/19/20,51,4.50,4.55,4.60,4.59,816,377,2.16,109.00%,"16:07 ET"
DIA,247.16,Call,265.00,05/15/20,16,0.43,0.46,0.49,0.44,1967,916,2.15,23.16%,"15:40 ET"
IWM,136.33,Put,129.00,05/08/20,9,1.42,1.44,1.45,1.29,4286,1991,2.15,45.82%,"16:03 ET"
IWM,136.33,Put,130.00,05/29/20,30,3.53,3.55,3.58,3.65,1588,743,2.14,40.92%,"16:10 ET"
SPY,294.54,Put,288.00,05/08/20,9,3.08,3.1,3.12,3.08,3887,1819,2.14,30.70%,"16:11 ET"
XLV,100.73,Put,93.00,05/15/20,16,0.27,0.3,0.32,0.32,506,238,2.13,31.23%,"15:19 ET"
QQQ,219.76,Put,212.00,05/01/20,2,0.65,0.69,0.72,0.73,20127,9444,2.13,49.02%,"16:06 ET"
SPY,294.54,Call,311.00,05/08/20,9,0.20,0.21,0.21,0.19,703,331,2.12,21.16%,"16:11 ET"
SPY,294.54,Put,283.00,05/01/20,2,0.31,0.32,0.32,0.31,11675,5497,2.12,37.44%,"16:11 ET"
SPY,294.54,Put,284.00,05/01/20,2,0.39,0.4,0.40,0.40,7179,3440,2.09,37.25%,"16:11 ET"
IWM,136.33,Call,145.00,05/29/20,30,1.61,1.63,1.65,1.56,7382,3532,2.09,29.58%,"16:12 ET"
IWM,136.33,Call,150.00,06/19/20,51,1.50,1.52,1.53,1.45,31222,14913,2.09,28.14%,"16:10 ET"
SPY,294.54,Call,305.00,06/05/20,37,3.93,3.96,3.99,3.96,705,340,2.07,21.61%,"16:11 ET"
SPXU,14.73,Call,16.00,05/01/20,2,0.10,0.13,0.15,0.14,1865,902,2.07,117.04%,"16:11 ET"
SPY,294.54,Put,276.00,05/08/20,9,1.15,1.17,1.18,1.15,4429,2137,2.07,36.94%,"16:07 ET"
SPY,294.54,Call,292.00,05/04/20,5,4.03,4.06,4.08,4.12,4921,2374,2.07,21.96%,"16:10 ET"
SPY,294.54,Put,285.00,05/06/20,7,1.72,1.74,1.76,1.76,5269,2545,2.07,31.53%,"16:11 ET"
SPY,294.54,Call,293.00,05/04/20,5,3.42,3.45,3.48,3.43,7250,3529,2.05,21.11%,"16:11 ET"
EEM,37.47,Put,36.00,05/08/20,9,0.24,0.25,0.25,0.25,11633,5683,2.05,33.09%,"15:55 ET"
SPY,294.54,Call,297.00,05/04/20,5,1.58,1.59,1.60,1.58,5137,2524,2.04,20.47%,"16:11 ET"
VXX,36.53,Put,35.00,05/01/20,2,0.37,0.38,0.38,0.38,4565,2248,2.03,89.21%,"16:02 ET"
IWM,136.33,Put,115.00,07/17/20,79,2.94,2.98,3.02,2.95,8906,4406,2.02,44.26%,"16:07 ET"
TNA,25.74,Call,25.00,05/08/20,9,2.00,2.05,2.09,2.09,537,267,2.01,114.45%,"16:13 ET"
SPY,294.54,Put,292.00,05/11/20,12,4.72,4.75,4.78,4.67,1886,939,2.01,26.67%,"16:09 ET"
SPY,294.54,Put,287.00,05/15/20,16,4.44,4.46,4.47,4.44,9619,4794,2.01,30.79%,"16:11 ET"
IWM,136.33,Put,133.00,07/17/20,79,7.77,7.83,7.89,7.66,709,354,2,36.98%,"15:48 ET"
SPY,294.54,Put,293.00,05/11/20,12,5.10,5.13,5.16,5.14,691,348,1.99,26.70%,"16:11 ET"
IWM,136.33,Call,137.00,07/17/20,79,7.48,7.57,7.65,7.55,1078,543,1.99,31.27%,"16:11 ET"
GDX,34.01,Put,32.50,05/15/20,16,0.80,0.81,0.81,0.84,545,277,1.97,52.19%,"16:00 ET"
SQQQ,11.49,Put,11.50,05/01/20,2,0.40,0.43,0.45,0.47,651,330,1.97,138.57%,"15:56 ET"
UVXY,39.86,Call,43.00,05/01/20,2,0.90,0.94,0.97,0.90,949,482,1.97,169.25%,"16:13 ET"
SPY,294.54,Put,202.00,06/30/20,62,0.83,0.84,0.85,0.79,1627,827,1.97,51.65%,"13:27 ET"
SPY,294.54,Put,289.00,05/08/20,9,3.27,3.29,3.31,3.33,2994,1519,1.97,30.08%,"16:10 ET"
TLT,168.53,Put,167.50,05/01/20,2,0.65,0.68,0.71,0.79,669,342,1.96,25.88%,"15:43 ET"
IWM,136.33,Put,126.00,05/08/20,9,0.89,0.9,0.91,0.90,716,368,1.95,49.89%,"16:10 ET"
QQQ,219.76,Call,220.00,05/22/20,23,6.14,6.17,6.20,6.06,1290,661,1.95,28.67%,"16:06 ET"
EEM,37.47,Put,37.00,05/01/20,2,0.18,0.19,0.19,0.18,2487,1275,1.95,32.00%,"15:59 ET"
VXX,36.53,Put,27.00,05/15/20,16,0.11,0.11,0.12,0.12,18885,9686,1.95,87.57%,"15:58 ET"
TQQQ,70.18,Put,65.00,05/08/20,9,2.22,2.25,2.28,2.25,1431,739,1.94,103.29%,"15:56 ET"
IWM,136.33,Put,130.00,05/08/20,9,1.65,1.67,1.69,1.71,3742,1929,1.94,48.13%,"16:10 ET"
SPY,294.54,Call,292.00,05/06/20,7,5.05,5.07,5.10,5.09,3842,1981,1.94,24.65%,"16:09 ET"
SPY,294.54,Call,296.00,05/15/20,16,4.90,4.92,4.93,5.05,10813,5568,1.94,24.12%,"16:09 ET"
JETS,15.58,Call,16.00,05/15/20,16,0.60,0.63,0.65,0.70,649,336,1.93,66.91%,"16:08 ET"
UVXY,39.86,Call,42.00,05/01/20,2,1.15,1.17,1.19,1.13,662,343,1.93,163.79%,"16:14 ET"
XLE,38.85,Call,37.50,05/01/20,2,1.55,1.58,1.60,1.57,769,399,1.93,64.33%,"15:50 ET"
VXX,36.53,Call,37.00,05/08/20,9,1.86,1.89,1.91,1.90,710,372,1.91,93.29%,"16:00 ET"
SPXL,37.31,Call,39.00,05/15/20,16,1.30,1.38,1.45,1.45,800,422,1.9,71.16%,"16:10 ET"
LQD,130.08,Put,127.50,05/15/20,16,0.45,0.5,0.55,0.50,1101,578,1.9,13.43%,"14:35 ET"
SPY,294.54,Call,299.00,05/08/20,9,2.16,2.18,2.20,2.18,2276,1200,1.9,22.60%,"16:11 ET"
HYG,80.22,Put,77.00,09/18/20,142,3.30,3.43,3.55,3.59,627,332,1.89,26.40%,"14:10 ET"
GDX,34.01,Put,35.00,05/15/20,16,2.00,2.01,2.01,2.41,630,333,1.89,63.66%,"15:33 ET"
GLD,161.68,Put,153.00,05/08/20,9,0.20,0.21,0.22,0.21,509,271,1.88,24.56%,"15:38 ET"
SPY,294.54,Call,301.00,05/08/20,9,1.53,1.55,1.57,1.56,4149,2208,1.88,22.20%,"16:11 ET"
FAS,31.72,Call,31.00,05/01/20,2,1.21,1.3,1.39,1.34,703,376,1.87,95.10%,"16:01 ET"
GLD,161.68,Call,170.00,05/08/20,9,0.29,0.3,0.30,0.31,1846,991,1.86,25.07%,"16:07 ET"
DIA,247.16,Put,245.00,05/01/20,2,1.63,1.69,1.74,1.65,1455,785,1.85,36.44%,"15:56 ET"
XLV,100.73,Put,95.00,06/19/20,51,1.79,1.83,1.87,1.91,1716,930,1.85,29.24%,"12:43 ET"
IWM,136.33,Put,137.00,05/15/20,16,5.04,5.06,5.07,5.12,1524,827,1.84,40.41%,"16:11 ET"
IWM,136.33,Call,135.00,05/08/20,9,3.81,3.84,3.88,3.68,12586,6832,1.84,37.38%,"16:09 ET"
GLD,161.68,Call,160.00,05/08/20,9,2.96,3.01,3.05,3.00,1276,699,1.83,20.58%,"16:04 ET"
TLT,168.53,Call,169.00,05/01/20,2,0.94,0.98,1.01,0.91,591,324,1.82,21.57%,"16:13 ET"
GLD,161.68,Call,162.00,05/08/20,9,1.96,1.97,1.98,1.98,1024,564,1.82,21.23%,"16:07 ET"
QQQ,219.76,Call,222.00,09/18/20,142,14.44,14.52,14.61,14.75,1024,564,1.82,28.42%,"15:59 ET"
SPY,294.54,Call,297.00,06/19/20,51,9.60,9.63,9.65,9.90,11818,6501,1.82,25.27%,"16:06 ET"
XLE,38.85,Call,38.00,05/08/20,9,1.68,1.71,1.73,1.69,719,397,1.81,51.14%,"16:00 ET"
XLV,100.73,Put,85.33,06/19/20,51,0.50,0.53,0.57,0.53,1706,943,1.81,34.47%,"12:57 ET"
SPY,294.54,Put,284.00,05/04/20,5,0.90,0.91,0.92,0.90,3380,1869,1.81,30.41%,"16:11 ET"
SPY,294.54,Call,315.00,06/05/20,37,1.28,1.3,1.31,1.31,744,413,1.8,19.49%,"16:10 ET"
TQQQ,70.18,Put,67.00,05/01/20,2,1.31,1.34,1.37,1.36,1415,787,1.8,131.10%,"15:54 ET"
IWM,136.33,Call,142.00,06/19/20,51,3.93,3.95,3.96,4.20,14319,7949,1.8,32.47%,"16:02 ET"
SPY,294.54,Put,280.00,05/27/20,28,4.63,4.65,4.68,4.62,542,303,1.79,32.18%,"16:11 ET"
TQQQ,70.18,Call,71.00,05/01/20,2,2.02,2.07,2.12,2.12,1202,671,1.79,120.29%,"15:58 ET"
SPY,294.54,Put,293.00,05/06/20,7,3.98,4.01,4.03,3.98,2496,1406,1.78,27.63%,"16:11 ET"
SPY,294.54,Put,286.00,05/01/20,2,0.62,0.63,0.63,0.61,13073,7347,1.78,36.13%,"16:11 ET"
TLT,168.53,Put,168.50,05/01/20,2,1.08,1.13,1.18,1.13,558,316,1.77,24.19%,"16:11 ET"
VXX,36.53,Call,50.00,07/17/20,79,2.98,3.01,3.05,2.93,2013,1138,1.77,100.04%,"14:23 ET"
TQQQ,70.18,Call,80.00,05/08/20,9,0.60,0.62,0.63,0.62,1505,857,1.76,76.04%,"15:58 ET"
SPY,294.54,Put,282.50,05/01/20,2,0.28,0.29,0.29,0.27,3009,1716,1.75,37.48%,"16:10 ET"
FAS,31.72,Call,32.00,05/01/20,2,0.69,0.74,0.79,0.75,891,513,1.74,89.75%,"16:00 ET"
IWM,136.33,Put,123.00,05/29/20,30,1.91,1.92,1.94,1.89,3658,2106,1.74,43.37%,"16:07 ET"
SPY,294.54,Put,268.00,05/13/20,14,1.19,1.2,1.21,1.13,561,324,1.73,38.70%,"16:00 ET"
SPY,294.54,Call,296.00,05/04/20,5,1.96,1.98,1.99,1.96,4129,2385,1.73,20.63%,"16:11 ET"
IWM,136.33,Call,132.00,05/01/20,2,4.38,4.44,4.50,4.22,2048,1191,1.72,37.72%,"16:12 ET"
UDOW,57.47,Call,115.00,09/18/20,142,0.15,0.25,0.35,0.36,500,292,1.71,59.64%,"15:49 ET"
TNA,25.74,Put,24.00,05/01/20,2,0.65,0.68,0.70,0.55,932,545,1.71,158.52%,"16:05 ET"
SPY,294.54,Call,294.00,05/06/20,7,3.73,3.76,3.79,3.80,2580,1525,1.69,23.28%,"16:11 ET"
DIA,247.16,Call,245.00,05/08/20,9,5.85,6,6.15,6.14,544,324,1.68,31.54%,"15:59 ET"
SPY,294.54,Put,274.00,05/06/20,7,0.55,0.56,0.56,0.55,791,471,1.68,36.83%,"16:06 ET"
SPY,294.54,Call,297.00,05/08/20,9,2.95,2.98,3.00,3.07,3099,1849,1.68,23.69%,"16:09 ET"
BJK,32.19,Put,27.00,06/19/20,51,0.70,0.75,0.80,0.80,762,455,1.67,59.61%,"16:10 ET"
XOP,53.6,Call,60.00,06/19/20,51,2.04,2.1,2.16,2.14,1768,1056,1.67,54.64%,"16:03 ET"
SPY,294.54,Put,283.00,05/04/20,5,0.77,0.78,0.79,0.75,1873,1122,1.67,30.51%,"16:10 ET"
GDX,34.01,Call,37.00,05/08/20,9,0.27,0.28,0.28,0.26,1023,615,1.66,55.50%,"16:03 ET"
GDX,34.01,Call,33.50,05/01/20,2,0.88,0.89,0.89,0.83,8313,4998,1.66,59.80%,"16:07 ET"
QQQ,219.76,Put,213.00,05/01/20,2,0.87,0.89,0.90,0.90,5229,3190,1.64,48.45%,"16:07 ET"
VXX,36.53,Call,45.00,05/08/20,9,0.46,0.47,0.48,0.47,1472,905,1.63,117.04%,"15:59 ET"
IWM,136.33,Call,148.00,05/15/20,16,0.41,0.42,0.43,0.50,1755,1077,1.63,32.58%,"15:56 ET"
IWM,136.33,Put,132.00,07/17/20,79,7.50,7.58,7.65,7.54,1486,918,1.62,38.41%,"14:24 ET"
SPY,294.54,Put,291.00,05/15/20,16,5.60,5.62,5.63,5.63,6133,3783,1.62,29.00%,"16:11 ET"
SPY,294.54,Call,297.50,05/01/20,2,0.92,0.93,0.94,0.84,6897,4296,1.61,24.68%,"16:11 ET"
SDOW,30.43,Call,30.00,05/15/20,16,2.50,2.63,2.75,2.55,600,374,1.6,88.44%,"16:04 ET"
IWM,136.33,Call,134.50,05/01/20,2,2.67,2.7,2.73,3.21,952,596,1.6,60.69%,"15:59 ET"
QQQ,219.76,Put,217.00,09/18/20,142,15.43,15.5,15.56,15.31,1944,1212,1.6,31.31%,"15:52 ET"
SPY,294.54,Put,259.00,05/29/20,30,2.11,2.13,2.15,2.12,707,446,1.59,40.04%,"16:07 ET"
SPY,294.54,Put,293.00,05/29/20,30,8.47,8.5,8.53,8.58,1212,761,1.59,27.42%,"16:11 ET"
VXX,36.53,Put,36.00,05/08/20,9,1.71,1.73,1.75,1.77,586,372,1.58,88.44%,"15:45 ET"
IWM,136.33,Call,150.00,07/17/20,79,2.41,2.46,2.50,2.41,2327,1473,1.58,27.59%,"16:11 ET"
SPY,294.54,Call,292.00,05/29/20,30,9.55,9.59,9.62,9.83,691,441,1.57,25.84%,"14:54 ET"
XLF,23.51,Call,24.50,05/15/20,16,0.25,0.26,0.27,0.27,962,613,1.57,31.12%,"15:49 ET"
